CustomerID,FirstName,LastName,Gender,BirthDate,JoinDate,PurchaseDate,ItemPurchased,QuantityPurchased,PurchaseAmount,Frequency,ReviewGiven
8,Customer8,Last8,Male,2014-09-27,2021-11-11,2021-11-30,Item_30,2,53.207804213661994,Daily,4
8,Customer8,Last8,Male,2014-09-27,2021-11-11,2020-09-07,Item_47,2,47.16576187845786,Weekly,2
9,Customer9,Last9,Male,2011-01-18,2020-02-09,2020-01-13,Item_34,2,133.90341665078319,Weekly,3
9,Customer9,Last9,Male,2011-01-18,2020-02-09,2021-05-06,Item_29,3,91.76406372669503,Monthly,3
9,Customer9,Last9,Male,2011-01-18,2020-02-09,2021-09-11,Item_1,3,127.60015667146709,Daily,2
9,Customer9,Last9,Male,2011-01-18,2020-02-09,2021-02-21,Item_45,3,21.22783911486812,Daily,3
10,Customer10,Last10,Female,1991-08-25,2021-11-07,2020-09-09,Item_23,2,94.80694672755202,Weekly,5
10,Customer10,Last10,Female,1991-08-25,2021-11-07,2021-05-18,Item_39,4,151.25051935455576,Weekly,5
10,Customer10,Last10,Female,1991-08-25,2021-11-07,2020-08-25,Item_45,2,134.50365784141505,Daily,3
11,Customer11,Last11,Male,2009-01-26,2021-04-01,2021-06-25,Item_25,3,78.23869563658398,Daily,1
11,Customer11,Last11,Male,2009-01-26,2021-04-01,2021-07-11,Item_45,3,150.9252916874567,Monthly,5
11,Customer11,Last11,Male,2009-01-26,2021-04-01,2021-10-03,Item_40,3,129.36524098802346,Daily,1
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2020-02-26,Item_37,3,180.28204751015727,Weekly,5
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2020-12-23,Item_14,2,21.99071628503853,Weekly,2
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2020-03-15,Item_25,4,189.0535336294243,Weekly,3
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2020-03-10,Item_2,3,100.86446437913374,Monthly,5
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2021-10-15,Item_5,4,81.43864908884917,Daily,3
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2021-12-24,Item_28,3,71.20052080354525,Monthly,4
12,Customer12,Last12,Male,1996-12-14,2020-05-06,2020-10-08,Item_11,2,177.6057667135914,Monthly,4
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2020-07-01,Item_28,3,97.79848524547552,Monthly,1
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2021-10-10,Item_40,4,110.05852148110232,Weekly,1
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2021-09-19,Item_28,3,156.289493047819,Monthly,4
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2020-10-25,Item_13,3,25.19342492826737,Weekly,2
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2020-01-08,Item_45,2,114.97758680871779,Monthly,3
13,Customer13,Last13,Male,2007-08-28,2021-01-24,2020-12-24,Item_8,1,50.95067507035305,Weekly,5
14,Customer14,Last14,Male,2012-02-16,2021-06-01,2021-02-19,Item_26,3,31.651760595720262,Monthly,2
14,Customer14,Last14,Male,2012-02-16,2021-06-01,2021-06-29,Item_37,4,170.91455833682636,Daily,2
14,Customer14,Last14,Male,2012-02-16,2021-06-01,2020-09-17,Item_24,3,173.77751259681173,Weekly,4
14,Customer14,Last14,Male,2012-02-16,2021-06-01,2021-02-14,Item_41,1,130.66693012284657,Monthly,4
14,Customer14,Last14,Male,2012-02-16,2021-06-01,2021-10-13,Item_6,2,128.97347260269626,Daily,2
15,Customer15,Last15,Female,2005-02-21,2020-12-29,2021-04-23,Item_5,4,161.95840813056412,Daily,1
15,Customer15,Last15,Female,2005-02-21,2020-12-29,2020-07-28,Item_32,3,113.52107422605798,Daily,1
16,Customer16,Last16,Male,2014-04-10,2020-12-02,2020-05-08,Item_43,4,74.8071046501019,Daily,1
16,Customer16,Last16,Male,2014-04-10,2020-12-02,2020-06-01,Item_45,3,67.16209058711846,Monthly,1
16,Customer16,Last16,Male,2014-04-10,2020-12-02,2020-06-29,Item_30,2,83.84403173967094,Monthly,4
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2020-02-13,Item_25,1,156.01867925952033,Weekly,2
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2021-02-13,Item_32,4,12.786740838790124,Monthly,1
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2021-12-06,Item_48,1,176.4599865936281,Weekly,1
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2020-05-08,Item_21,4,52.8528526858892,Weekly,4
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2021-02-19,Item_18,1,40.707764144315576,Weekly,4
17,Customer17,Last17,Female,1993-03-22,2021-12-12,2020-02-29,Item_26,1,163.40524576459075,Weekly,1
18,Customer18,Last18,Female,2005-03-31,2021-04-15,2020-08-08,Item_33,4,93.25274581827766,Daily,1
18,Customer18,Last18,Female,2005-03-31,2021-04-15,2020-09-20,Item_50,2,104.47862675979076,Daily,1
19,Customer19,Last19,Female,1993-10-30,2020-02-26,2021-03-12,Item_35,2,38.44375391182197,Daily,3
19,Customer19,Last19,Female,1993-10-30,2020-02-26,2020-02-16,Item_32,3,117.24380722898768,Weekly,5
19,Customer19,Last19,Female,1993-10-30,2020-02-26,2020-06-13,Item_42,3,58.081102232149064,Monthly,5
19,Customer19,Last19,Female,1993-10-30,2020-02-26,2020-11-18,Item_8,2,178.98427406448042,Daily,2
19,Customer19,Last19,Female,1993-10-30,2020-02-26,2020-11-15,Item_20,4,146.62471499723256,Weekly,1
20,Customer20,Last20,Male,2008-07-09,2021-09-29,2020-07-20,Item_13,2,145.94327234886214,Weekly,3
20,Customer20,Last20,Male,2008-07-09,2021-09-29,2020-08-18,Item_33,4,100.86850596942551,Weekly,4
20,Customer20,Last20,Male,2008-07-09,2021-09-29,2021-02-03,Item_24,4,89.82255829106775,Daily,4
21,Customer21,Last21,Female,2009-12-02,2021-09-01,2020-05-18,Item_50,3,131.6005636990136,Daily,1
21,Customer21,Last21,Female,2009-12-02,2021-09-01,2021-12-31,Item_43,4,40.85255998584097,Daily,1
21,Customer21,Last21,Female,2009-12-02,2021-09-01,2020-10-26,Item_9,4,118.87787149686137,Daily,2
21,Customer21,Last21,Female,2009-12-02,2021-09-01,2020-10-01,Item_36,3,127.74289363788898,Monthly,4
21,Customer21,Last21,Female,2009-12-02,2021-09-01,2020-03-20,Item_2,3,16.342884339412432,Daily,4
22,Customer22,Last22,Male,2010-05-15,2021-05-20,2021-12-05,Item_5,1,58.30267018052372,Weekly,3
22,Customer22,Last22,Male,2010-05-15,2021-05-20,2020-12-04,Item_9,4,156.7983182153827,Monthly,2
22,Customer22,Last22,Male,2010-05-15,2021-05-20,2021-10-01,Item_42,2,26.42067604488383,Weekly,5
23,Customer23,Last23,Female,2008-08-11,2020-05-22,2021-10-06,Item_23,2,43.9047333932767,Monthly,1
23,Customer23,Last23,Female,2008-08-11,2020-05-22,2021-02-15,Item_38,1,199.14129323380882,Daily,1
23,Customer23,Last23,Female,2008-08-11,2020-05-22,2020-12-03,Item_26,3,157.5774897896216,Monthly,4
23,Customer23,Last23,Female,2008-08-11,2020-05-22,2020-12-24,Item_25,1,169.97437058437467,Weekly,3
24,Customer24,Last24,Female,1992-11-14,2020-07-26,2021-01-03,Item_1,2,40.7177833878925,Weekly,3
24,Customer24,Last24,Female,1992-11-14,2020-07-26,2021-05-28,Item_10,3,76.2289967759744,Monthly,5
24,Customer24,Last24,Female,1992-11-14,2020-07-26,2020-01-03,Item_22,2,133.3241851709347,Monthly,2
24,Customer24,Last24,Female,1992-11-14,2020-07-26,2020-06-12,Item_3,2,196.43491112541773,Weekly,5
25,Customer25,Last25,Female,2008-08-10,2020-11-02,2020-01-07,Item_32,3,181.26137342180442,Weekly,5
25,Customer25,Last25,Female,2008-08-10,2020-11-02,2021-10-26,Item_48,1,43.01299317583596,Monthly,1
25,Customer25,Last25,Female,2008-08-10,2020-11-02,2020-12-24,Item_24,1,16.89464829656541,Daily,4
25,Customer25,Last25,Female,2008-08-10,2020-11-02,2021-11-07,Item_47,3,152.63860632987596,Monthly,1
25,Customer25,Last25,Female,2008-08-10,2020-11-02,2020-11-06,Item_2,2,27.888862923882602,Daily,4
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2020-12-21,Item_15,2,170.9617986607891,Monthly,1
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2020-06-27,Item_16,1,62.801398477284884,Daily,3
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2021-09-03,Item_23,1,46.326233278309914,Weekly,4
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2021-02-24,Item_10,3,139.91328005963808,Weekly,1
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2021-05-15,Item_10,3,180.42200678047152,Weekly,1
26,Customer26,Last26,Female,2016-11-27,2021-07-14,2020-10-01,Item_22,2,133.8169045542209,Weekly,3
27,Customer27,Last27,Female,1992-08-18,2020-04-08,2020-05-28,Item_30,3,37.72519406667764,Weekly,1
27,Customer27,Last27,Female,1992-08-18,2020-04-08,2020-07-31,Item_18,2,188.56576046609993,Daily,3
27,Customer27,Last27,Female,1992-08-18,2020-04-08,2021-05-07,Item_36,2,149.25079448485494,Monthly,2
27,Customer27,Last27,Female,1992-08-18,2020-04-08,2021-10-22,Item_24,2,60.54366282102234,Monthly,1
27,Customer27,Last27,Female,1992-08-18,2020-04-08,2021-05-12,Item_46,3,69.07649670143529,Daily,5
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2020-01-15,Item_22,4,116.09840779080761,Daily,5
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2020-09-21,Item_6,3,197.02676740655176,Monthly,5
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2021-05-20,Item_43,3,38.420322106837496,Monthly,5
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2021-01-22,Item_46,1,39.67113051051305,Weekly,3
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2021-02-22,Item_27,1,24.179664724045523,Weekly,1
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2020-11-15,Item_24,2,195.89548297211323,Daily,5
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2021-10-17,Item_43,3,91.43980392439039,Monthly,3
28,Customer28,Last28,Female,1998-06-07,2020-03-27,2021-05-24,Item_41,3,13.409678928013449,Monthly,3
29,Customer29,Last29,Female,1991-09-21,2020-02-24,2021-04-11,Item_35,1,193.82714008661776,Daily,3
29,Customer29,Last29,Female,1991-09-21,2020-02-24,2020-09-26,Item_13,4,168.05399151777019,Weekly,4
29,Customer29,Last29,Female,1991-09-21,2020-02-24,2020-03-12,Item_29,4,166.8043605642504,Monthly,1
29,Customer29,Last29,Female,1991-09-21,2020-02-24,2020-09-02,Item_15,4,56.260813996924774,Weekly,2
29,Customer29,Last29,Female,1991-09-21,2020-02-24,2020-09-23,Item_3,2,121.43102751585432,Weekly,3
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2020-09-03,Item_29,4,195.19297185543107,Monthly,2
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2021-05-25,Item_2,2,45.786325915464275,Weekly,1
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2020-10-29,Item_47,2,187.92534303789552,Weekly,1
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2020-10-14,Item_17,4,30.12683538611366,Daily,2
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2020-01-13,Item_15,1,104.2716129815117,Monthly,4
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2020-06-28,Item_15,4,117.45449333507368,Monthly,1
30,Customer30,Last30,Female,1999-02-17,2020-07-12,2021-04-18,Item_22,4,51.504204747828354,Daily,2
31,Customer31,Last31,Male,2009-06-24,2020-02-11,2021-03-16,Item_14,1,71.37212769338063,Weekly,3
32,Customer32,Last32,Male,2001-04-10,2020-07-06,2020-01-31,Item_20,2,129.73966218253742,Monthly,4
32,Customer32,Last32,Male,2001-04-10,2020-07-06,2020-12-26,Item_13,3,101.04481359428398,Daily,2
32,Customer32,Last32,Male,2001-04-10,2020-07-06,2021-08-13,Item_23,3,83.6579830025749,Daily,3
32,Customer32,Last32,Male,2001-04-10,2020-07-06,2020-10-24,Item_44,1,110.95013890793123,Weekly,3
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2021-08-10,Item_1,3,53.91487336125286,Daily,2
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2020-01-07,Item_49,4,140.33386983676698,Monthly,4
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2020-07-16,Item_47,1,81.91052046231512,Weekly,5
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2020-02-15,Item_20,1,58.83898062209518,Daily,2
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2021-03-24,Item_14,1,176.65630388716676,Daily,2
33,Customer33,Last33,Female,2010-02-02,2021-07-29,2021-01-20,Item_32,4,42.082299268760366,Weekly,2
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2020-07-15,Item_40,1,36.937134770149356,Daily,2
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2020-10-17,Item_26,2,26.865804880476006,Monthly,4
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2020-08-17,Item_21,4,86.44215369044564,Weekly,5
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2021-08-08,Item_2,3,101.37214014308324,Daily,1
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2020-10-13,Item_46,1,159.66547295026464,Weekly,3
34,Customer34,Last34,Female,1998-11-08,2020-03-14,2020-10-23,Item_1,4,27.747514675306164,Monthly,1
35,Customer35,Last35,Female,2016-11-27,2020-08-03,2021-09-10,Item_49,2,56.38798518025111,Weekly,3
35,Customer35,Last35,Female,2016-11-27,2020-08-03,2021-10-20,Item_48,3,119.17160264037565,Monthly,1
35,Customer35,Last35,Female,2016-11-27,2020-08-03,2021-07-06,Item_50,2,140.20662306201595,Daily,3
35,Customer35,Last35,Female,2016-11-27,2020-08-03,2021-03-22,Item_43,3,34.2162522903451,Monthly,2
35,Customer35,Last35,Female,2016-11-27,2020-08-03,2021-12-18,Item_10,2,32.84697303721837,Daily,4
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2021-12-27,Item_39,1,45.23718618856432,Daily,4
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2020-02-21,Item_37,4,114.38870530178613,Monthly,1
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2020-11-30,Item_31,4,167.5731569768439,Daily,1
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2021-08-19,Item_8,1,24.519203293229772,Monthly,4
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2020-10-02,Item_49,4,113.57005036953294,Weekly,2
36,Customer36,Last36,Male,2004-07-27,2020-04-19,2021-11-18,Item_45,2,196.15866699235917,Monthly,5
37,Customer37,Last37,Female,1991-01-18,2020-09-04,2021-03-13,Item_19,1,135.89804301158085,Weekly,3
37,Customer37,Last37,Female,1991-01-18,2020-09-04,2020-03-08,Item_17,3,119.66519497523215,Weekly,1
37,Customer37,Last37,Female,1991-01-18,2020-09-04,2020-11-25,Item_27,4,33.13476311380221,Daily,3
37,Customer37,Last37,Female,1991-01-18,2020-09-04,2020-05-21,Item_19,1,170.3100920172776,Daily,1
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2021-01-17,Item_10,2,18.295714964398627,Weekly,5
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2020-10-03,Item_40,1,75.10416274297391,Daily,3
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2020-05-06,Item_42,2,149.38700770803936,Daily,2
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2021-01-27,Item_32,4,74.55771959675816,Monthly,5
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2021-09-20,Item_45,3,163.17721739072024,Daily,4
38,Customer38,Last38,Male,2019-01-07,2021-09-30,2021-08-31,Item_30,2,176.1030775862868,Monthly,1
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2020-06-02,Item_40,3,123.00756110161785,Weekly,1
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2020-09-17,Item_41,1,160.66165797507,Monthly,3
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2021-04-05,Item_30,3,113.04909634615028,Monthly,3
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2020-05-24,Item_24,2,46.16172393562288,Monthly,1
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2021-02-11,Item_6,3,77.30488568450716,Weekly,5
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2021-03-30,Item_43,4,95.617734778654,Daily,5
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2021-03-23,Item_13,3,29.786098004854615,Monthly,3
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2020-05-29,Item_15,1,33.98821873059656,Monthly,5
39,Customer39,Last39,Male,2008-07-07,2020-05-11,2021-07-31,Item_4,4,74.67711023641729,Weekly,5
40,Customer40,Last40,Male,1990-11-11,2020-05-21,2020-06-02,Item_31,1,199.44484984551573,Monthly,5
40,Customer40,Last40,Male,1990-11-11,2020-05-21,2020-01-08,Item_32,1,194.82750134949632,Daily,3
40,Customer40,Last40,Male,1990-11-11,2020-05-21,2021-08-14,Item_6,4,176.6797349369741,Daily,1
41,Customer41,Last41,Male,2002-04-05,2020-11-27,2020-01-29,Item_9,3,115.98451284710329,Monthly,5
42,Customer42,Last42,Male,2009-02-23,2021-11-19,2021-10-31,Item_32,2,157.44003933673162,Weekly,5
42,Customer42,Last42,Male,2009-02-23,2021-11-19,2020-01-27,Item_28,4,43.608557577332334,Weekly,5
42,Customer42,Last42,Male,2009-02-23,2021-11-19,2020-12-31,Item_44,3,153.9215581099893,Daily,1
42,Customer42,Last42,Male,2009-02-23,2021-11-19,2020-12-07,Item_39,2,123.77357631286337,Daily,4
43,Customer43,Last43,Female,2015-03-31,2020-08-23,2021-01-24,Item_49,3,154.27542230534453,Daily,4
43,Customer43,Last43,Female,2015-03-31,2020-08-23,2021-08-18,Item_23,2,55.42051311748047,Weekly,5
43,Customer43,Last43,Female,2015-03-31,2020-08-23,2021-09-18,Item_27,3,19.469985278758898,Daily,5
44,Customer44,Last44,Female,1992-03-23,2020-06-17,2020-11-09,Item_50,4,139.2867590082718,Weekly,3
44,Customer44,Last44,Female,1992-03-23,2020-06-17,2021-10-21,Item_31,3,106.84760688282265,Daily,1
44,Customer44,Last44,Female,1992-03-23,2020-06-17,2021-06-11,Item_42,3,107.7849414489672,Weekly,1
44,Customer44,Last44,Female,1992-03-23,2020-06-17,2020-01-30,Item_16,3,116.43462909123326,Weekly,4
44,Customer44,Last44,Female,1992-03-23,2020-06-17,2020-01-16,Item_40,2,165.6584699255776,Daily,4
45,Customer45,Last45,Female,2008-04-26,2021-10-28,2020-07-11,Item_1,3,133.78869869243027,Daily,3
45,Customer45,Last45,Female,2008-04-26,2021-10-28,2020-07-29,Item_3,1,189.13791686851974,Daily,5
45,Customer45,Last45,Female,2008-04-26,2021-10-28,2020-11-19,Item_2,1,196.1146596725338,Weekly,2
46,Customer46,Last46,Female,2014-09-04,2020-02-10,2020-08-28,Item_18,3,184.5487814287658,Monthly,3
46,Customer46,Last46,Female,2014-09-04,2020-02-10,2020-07-28,Item_42,4,124.94124531120276,Weekly,1
46,Customer46,Last46,Female,2014-09-04,2020-02-10,2020-01-11,Item_4,1,40.73520015690083,Daily,2
46,Customer46,Last46,Female,2014-09-04,2020-02-10,2020-03-31,Item_45,3,30.50930578282823,Weekly,1
46,Customer46,Last46,Female,2014-09-04,2020-02-10,2020-12-19,Item_18,2,167.29499131121284,Daily,2
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2020-06-28,Item_33,4,122.77232813339796,Daily,2
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-05-08,Item_20,1,23.287005084792483,Weekly,1
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-10-09,Item_30,1,136.7965756288214,Monthly,5
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2020-02-25,Item_25,3,33.794378382237156,Daily,4
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-01-11,Item_44,1,75.05289084637383,Daily,3
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-12-17,Item_21,3,166.7748268565619,Monthly,1
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-10-12,Item_13,1,74.2699900131462,Daily,1
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-08-27,Item_14,1,114.27934477681116,Weekly,1
47,Customer47,Last47,Female,1995-02-27,2020-07-05,2021-04-17,Item_20,4,46.33947940377147,Daily,4
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2021-09-19,Item_7,3,86.95395182526109,Daily,1
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2021-08-07,Item_7,2,173.0173882453141,Weekly,1
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2020-05-21,Item_19,1,52.6932236248092,Weekly,3
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2021-11-26,Item_21,1,195.93994460610077,Monthly,5
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2021-03-27,Item_21,2,94.11622368811015,Weekly,3
48,Customer48,Last48,Male,2009-04-01,2021-10-10,2020-02-16,Item_29,1,146.80152753599148,Weekly,2
49,Customer49,Last49,Female,2010-01-09,2020-05-09,2020-11-11,Item_5,3,174.27567883145696,Weekly,1
49,Customer49,Last49,Female,2010-01-09,2020-05-09,2020-01-19,Item_19,4,166.40306296317544,Weekly,1
49,Customer49,Last49,Female,2010-01-09,2020-05-09,2021-01-01,Item_50,1,100.12386088218064,Daily,4
49,Customer49,Last49,Female,2010-01-09,2020-05-09,2021-06-18,Item_22,2,82.10555164119653,Daily,3
50,Customer50,Last50,Female,2014-03-07,2021-09-25,2021-04-22,Item_31,3,164.6155947807214,Weekly,2
50,Customer50,Last50,Female,2014-03-07,2021-09-25,2021-08-29,Item_1,4,14.357234140927986,Weekly,1
50,Customer50,Last50,Female,2014-03-07,2021-09-25,2020-05-16,Item_43,3,66.89426699345847,Daily,5
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2020-11-04,Item_16,2,25.676621543680042,Monthly,1
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2020-01-16,Item_43,1,33.89088724326328,Daily,5
51,Customer51,Last51,Male,2006-09-05,2020-06-05,2020-03-19,Item_36,4,127.2968339084651,Monthly,4
